id	name	industries	founded_date	num_employees	website	about
coinbase	Coinbase	Bitcoin, Blockchain, Cryptocurrency, FinTech, Trading Platform	2012-05-01	1001-5000	https://www.coinbase.com/	Coinbase is a crypto exchange and wallet platform that allows merchants and consumers to buy, sell, and store digital currencies.
zuznow	Zuznow	Apps, Enterprise Software, Mobile, SaaS, Software	2009-01-01	11-50	https://www.zuznow.com	Helping enterprises become agile by automating complex applications development processes
beamsolutions	Beam	Artificial Intelligence (AI), Compliance, Enterprise Software, Financial Services, FinTech, SaaS, Software	2016-09-01	11-50	https://www.beamsolutions.com/	"Innovative Compliance for the Future of Finance.
"
finally-fund-admin	Finally Fund Admin	Document Management, Impact Investing, Venture Capital	NULL	1-10	https://www.finallyfundadmin.com/	Finally is an investment platform for investors to create and manage their venture capital, private equity, and public equity investments.
vcheck-global	Vcheck Global	Identity Management, Professional Services	2012-01-01	101-250	https://vcheckglobal.com/	Vcheck Global is a business-to-business provider of due diligence, background checks and employment screening.
pegasus-vc	Pegasus VC	NULL	2024-01-01	NULL	NULL	Chasing Pegasus, not unicorns.
wemark-digital	Wemark	Blockchain, Cryptocurrency, Marketplace, Photography	2015-01-01	11-50	https://www.wemark.com	Blockchain-based marketplace for digital content, starting with photos
bonded-c45b	BONDED	NULL	2021-01-01	1-10	https://www.bonded.capital	BONDED Invest In High Quality Venture Capital & Private Equity Opportunities Based On Your Interests.
breezometer	BreezoMeter	Artificial Intelligence (AI), Big Data, Developer APIs, Software	2014-02-16	101-250	http://www.breezometer.com	BreezoMeter is an environmental response platform that offers air quality, pollen, wildfire tracker, and weather information services.
snatchapp	SnatchApp	Apps, Cloud Security, Enterprise Software, Messaging, Mobile, Mobile Apps, Mobile Devices, Mobile Payments, Security, Software	2015-12-12	51-100	https://snatchapp.me	SnatchApp is a cross-platform, and end-to-end encrypted instant messaging and calling app.
catawiki	Catawiki	Collectibles, Marketplace, Online Auctions	2008-01-01	501-1000	http://www.catawiki.com	Catawiki is an online marketplace for buying, selling, and auction facilities for special objects.
projects	Habyt	Property Management, Real Estate, Rental, Rental Property	2017-02-01	251-500	https://www.habyt.com	Habyt is a housing company that simplifies housing access with digital-first solutions for tenants and landlords.
orchestra-9f4a	Orchestra	Advertising, Digital Marketing, Marketing	2007-01-01	NULL	https://www.thisisorchestra.com	Orchestra is a marketing agency for media planning, advertising, integrated marketing, DM, and brand development.
sanity	Sanity	CMS, Developer Platform, PaaS, SaaS	2018-01-01	101-250	https://sanity.io	Sanity is a platform for structured content that lets teams build digital experiences.
life-express-trade	Life Express Trade	Logistics, Shipping, Supply Chain Management	NULL	11-50	https://www.lifexpresstrade.com	Life Express Trade Ltd. offers logistics solutions for pharmaceuticals, retail, and automotive sectors via train and road.
legion-health	Legion Health	Home Health Care, Mental Health, Telehealth, Wellness	2021-01-01	11-50	https://legionhealth.com	Legion Health offers telepsychiatry services that improve mental health access and care.
lucid-reality-labs	Lucid Reality Labs	Health Care, Information Technology	2016-12-07	11-50	https://lucidrealitylabs.com/	Lucid Reality Labs Creates Immersive XR Trainings & Simulations for Healthcare, MedTech, Pharma, Defense & Aerospace
imrsv	IMRSV	Analytics, Artificial Intelligence (AI), Computer Vision, Information Technology, Market Research, Software	2010-12-30	11-50	http://www.imrsv.com	A new way to measure the world. Software that turns any webcam into an intelligent sensor.
polygon-labs	Polygon Labs	Data Visualization, Information Technology, Software	2014-01-01	11-50	http://www.polygonlabs.us	Polygon Labs designs and develops software solutions for the media industry.
inc	Inc.com	Business Information Systems, Business Intelligence, Enterprise Software, Information Technology, News, Publishing	1979-04-01	51-100	https://www.inc.com/	Everything you need to know to start and grow your business now.
fledge-c230	Fledge	Content, Creative Agency, Video	2017-01-01	1-10	https://fledge.tv	Fledge is a creative production and video content studio.
find-co	Find.co	Finance, Information Technology, Marketing, Media and Entertainment	2021-01-01	101-250	https://find.co	Find.co delivering high-quality and impactful content that brings knowledge and confidence to online communities.
findcoldstorage-com	FindColdStorage.com	NULL	2020-03-28	1-10	http://FindColdStorage.com	Online community dedicated to optimizing available public, private & semi private cold storage space.
mid-america-apartment-communities	MAA	Commercial Real Estate, Property Development, Property Management, Real Estate, Real Estate Investment, Retail	1977-01-01	1001-5000	http://www.maac.com	MAA is a real estate investment trust that focuses on the acquisition, development, and management of multifamily homes.
carowinds	Carowinds	Media and Entertainment	1973-03-31	501-1000	https://www.carowinds.com/	Carowinds is the place where the Carolinas come together.
mimecast	Mimecast	Cyber Security, Email, Legal, SaaS, Security	2003-01-01	1001-5000	http://www.mimecast.com	Mimecast is a SaaS-based email management platform enabling companies to administer business communications and data.
nanjing-jiangbei-new-district-service-trade-innovation-development-fund	Nanjing Jiangbei New District Service Trade Innovation Development Fund	NULL	NULL	NULL	NULL	Nanjing Jiangbei New District Service Trade Innovation Development Fund
friddy	Friddy	Financial Services, Mobile Payments, Payments	2022-10-31	11-50	https://friddy.com	Alternative Payments Processing Globally
learn-n8n	Learn n8n	NULL	NULL	NULL	NULL	Learn n8n
versarien	Versarien	Information Technology, Innovation Management, Manufacturing, Oil and Gas	2010-01-01	51-100	http://www.versarien.com/	Versarien is an engineering materials company, provides engineering solutions for various industry sectors.
jobs-db-inc	Jobs DB Inc.	Professional Services	1998-01-01	101-250	http://www.jobsdb.com/	Jobs DB Inc. owns and operates a recruitment website for job seekers and employers.
wevo-d18c	Wevo	Data Integration, Developer APIs, Enterprise Applications, Enterprise Software, Information Technology, PaaS, SaaS, Software	2012-07-02	51-100	https://www.wevo.io	#1 iPaaS in Latam - Enabling  companies  to be truly digital companies with APIs, systems and data integrated into a single platform
isla-4c24	isla	Education, Non Profit, Sustainability, Training	2020-01-01	11-50	https://weareisla.co.uk	Isla is a not-for-profit membership organization offering sustainability resources for the events industry.
hackerone	HackerOne	Computer, Internet, Network Security	2012-01-01	251-500	https://hackerone.com	HackerOne is a powered security platform that connects businesses with penetration testers and cybersecurity researchers.
tsangs-group	Tsangs Group	Media and Entertainment	NULL	11-50	http://www.tsangsgroup.co	Tsangs Group provides financial services.
bloomfire	Bloomfire	Customer Service, Knowledge Management, Market Research, Sales, Software, Training, Video	2010-02-08	51-100	http://www.bloomfire.com	Bloomfire is a knowledge sharing platform that enables employees to quickly find the information they need to do their jobs.
fenway-summer-ventures	Fenway Summer Ventures	Financial Services, FinTech	2014-01-01	11-50	http://www.fenwaysummer.com	Venture firm backing companies tackling challenges at the intersection of finance & technology.
drawbridge-lending	DrawBridge Lending	Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech, Lending, Virtual Currency	2018-03-21	1-10	https://dbl.digital	DrawBridge offers a lending loans with no margin calls backed by Bitcoin holdings.
flaregames	Faregames	Gaming, Mobile, Publishing	2011-01-01	51-100	http://flaregames.com	Flaregames is a mobile game publisher and developer focused on offering free-to-play games for phones and tablets.
clout-8d89	Clout	Advertising, Computer, Software	NULL	NULL	https://www.myclout.com/	Clout is AI-powered, hyper-personalized content marketing for financial services.
big-picture-pr	Big Picture PR	Advertising, Digital Marketing, Public Relations	2004-01-01	11-50	http://www.bigpicpr.com	Big Picture PR specializes in public relations, social media, branding and digital marketing campaigns for lifestyle brands.
uplift-inc	Uplift	E-Commerce, Finance, FinTech, Information Technology, Payments	2014-01-01	101-250	http://www.uplift.com	Uplift is an enterprise buy now, pay later solution offering a complete range of personalized payment options.
forto	Forto	Freight Service, Logistics, Shipping, Software, Supply Chain Management	2016-01-01	501-1000	https://forto.com	Forto is a digital freight forwarder and shipping management platform that specializes in freight forwarding.
the-crazy-peak-foundation	The Crazy Peak Foundation	Non Profit	2018-05-01	1-10	https://www.crazypeak.org/	Family-driven 501(c)(3) non-profit committed to the goals of environmental conservation, education, and sustainable economic development
crypto-finance-conference	Crypto Finance Conference	Blockchain, Financial Services, Insurance	2017-01-01	NULL	https://cfc-stmoritz.com	The World’s most exclusive investor conference on cryptocurrencies and blockchain investments.
50-000feet	50,000feet	Advertising, E-Commerce, Professional Services	2001-01-01	51-100	http://www.50000feet.com/	50,000feet is an independent creative agency that develops customer-supplier relationships through branded, cross-platform experiences.
heartbeat-3	Heartbeat	Contests, Marketing, Parenting, Social Media, Social Media Marketing, Women's	2016-01-01	11-50	http://swww.heartbeat.com	Heartbeat is a marketplace that connects creators with brands for creating content on Instagram & TikTok
sunbit	Sunbit	Finance, Financial Services, FinTech	2016-01-01	501-1000	http://sunbit.com	Sunbit offers pay-over-time technology that allows users to finance everyday expenses by dividing payments into manageable installments.
oks-group-7a37	OKS Grup	NULL	2015-01-01	11-50	https://www.oksgrup.com	OKS Grup is an early stage focused venture capital firm based
eque-corporation	EQUE Corporation	FinTech, Security, Software	2021-01-01	1-10	https://equecorp.com	EQUE Corporation offers fintech solutions for fraud prevention and identity verification using dynamic CVV technology.
